co_id,eps,time
2317,1.23,2019 Q2
2317,1.43,2019 Q1
2317,8.03,2018
2317,1.57,2018 Q3
2317,1.01,2018 Q2
2317,1.39,2018 Q1
2317,8.01,2017
2317,1.21,2017 Q3
2317,1.03,2017 Q2
2317,1.63,2017 Q1
2317,8.6,2016
2317,2.0,2016 Q3
2317,1.02,2016 Q2
2317,1.76,2016 Q1
2317,9.42,2015
2317,2.42,2015 Q3
2317,1.65,2015 Q2
2317,2.05,2015 Q1
2317,8.85,2014
2317,2.3,2014 Q3
2317,1.37,2014 Q2
2317,1.49,2014 Q1
2317,8.16,2013
2317,2.34,2013 Q3
2317,1.3,2013 Q2
2317,1.38,2013 Q1
