time,eps
2019 Q2,1.32
2019 Q1,1.86
2018,5.67
2018 Q3,1.21
2018 Q2,1.46
2018 Q1,1.23
2017,5.11
2017 Q3,1.46
2017 Q2,1.26
2017 Q1,1.06
2016,5.58
2016 Q3,1.19
2016 Q2,1.69
2016 Q1,1.09
2015,5.7
2015 Q3,1.72
2015 Q2,1.1
2015 Q1,1.51
2014,6.17
2014 Q3,0.93
2014 Q2,0.92
2014 Q1,1.81
2013,4.42
2013 Q3,0.65
2013 Q2,1.14
2013 Q1,1.32
