co_id,eps,time
2820,0.24,2019 Q2
2820,0.23,2019 Q1
2820,0.99,2018
2820,0.24,2018 Q3
2820,0.29,2018 Q2
2820,0.25,2018 Q1
2820,1.01,2017
2820,0.27,2017 Q3
2820,0.26,2017 Q2
2820,0.23,2017 Q1
2820,1.22,2016
2820,0.28,2016 Q3
2820,0.36,2016 Q2
2820,0.35,2016 Q1
2820,1.2,2015
2820,0.3,2015 Q3
2820,0.31,2015 Q2
2820,0.28,2015 Q1
2820,1.03,2014
2820,0.29,2014 Q3
2820,0.23,2014 Q2
2820,0.29,2014 Q1
2820,1.04,2013
2820,0.17,2013 Q3
2820,0.17,2013 Q2
2820,0.55,2013 Q1
