time,eps
2019 Q2,0.94
2019 Q1,0.20
2018,1.09
2018 Q3,0.75
2018 Q2,0.38
2018 Q1,0.24
2017,1.39
2017 Q3,0.09
2017 Q2,0.02
2017 Q1,-0.17
2016,0.04
2016 Q3,0.21
2016 Q2,-0.1
2016 Q1,-0.29
2015,0.34
2015 Q3,-0.5
2015 Q2,0.17
2015 Q1,-0.29
2014,0.03
2014 Q3,0.24
2014 Q2,0.06
2014 Q1,-0.06
2013,1.97
2013 Q3,0.29
2013 Q2,-0.05
2013 Q1,0.13
