time,eps
2019 Q2,0.67
2019 Q1,0.87
2018,3.25
2018 Q3,1.19
2018 Q2,0.39
2018 Q1,0.82
2017,2.39
2017 Q3,0.77
2017 Q2,0.24
2017 Q1,0.68
2016,2.98
2016 Q3,0.7
2016 Q2,0.53
2016 Q1,1.11
2015,3.47
2015 Q3,1.08
2015 Q2,0.52
2015 Q1,1.27
2014,2.9
2014 Q3,0.98
2014 Q2,0.46
2014 Q1,0.82
2013,2.83
2013 Q3,0.61
2013 Q2,0.51
2013 Q1,1.23
