co_id,eps,time
2833,0.72,2019 Q2
2833,0.66,2019 Q1
2833,1.99,2018
2833,0.79,2018 Q3
2833,0.97,2018 Q2
2833,0.86,2018 Q1
2833,3.19,2017
2833,1.45,2017 Q3
2833,0.9,2017 Q2
2833,0.47,2017 Q1
2833,1.61,2016
2833,1.0,2016 Q3
2833,0.34,2016 Q2
2833,0.44,2016 Q1
2833,-1.68,2015
2833,-1.89,2015 Q3
2833,-0.02,2015 Q2
2833,1.2,2015 Q1
2833,1.87,2014
2833,1.57,2014 Q3
2833,-0.01,2014 Q2
2833,0.49,2014 Q1
2833,0.51,2013
2833,0.73,2013 Q3
2833,-0.41,2013 Q2
2833,0.76,2013 Q1
