co_id,eps,time
2867,0.71,2019 Q2
2867,0.01,2019 Q1
2867,-0.14,2018
2867,-0.88,2018 Q3
2867,1.46,2018 Q2
2867,-0.46,2018 Q1
2867,1.71,2017
2867,0.97,2017 Q3
2867,2.05,2017 Q2
2867,-0.78,2017 Q1
2867,1.78,2016
2867,0.85,2016 Q3
2867,1.61,2016 Q2
2867,0.11,2016 Q1
2867,1.88,2015
2867,0.82,2015 Q3
2867,1.47,2015 Q2
2867,0.54,2015 Q1
2867,1.82,2014
2867,1.0,2014 Q3
2867,1.16,2014 Q2
2867,-0.51,2014 Q1
2867,1.99,2013
2867,0.62,2013 Q3
2867,0.91,2013 Q2
2867,0.41,2013 Q1
