co_id,eps,time
2882,1.40,2019 Q2
2882,1.05,2019 Q1
2882,3.95,2018
2882,1.47,2018 Q3
2882,0.87,2018 Q2
2882,1.84,2018 Q1
2882,4.47,2017
2882,1.72,2017 Q3
2882,1.24,2017 Q2
2882,0.85,2017 Q1
2882,3.79,2016
2882,1.97,2016 Q3
2882,0.46,2016 Q2
2882,0.65,2016 Q1
2882,4.58,2015
2882,1.07,2015 Q3
2882,1.83,2015 Q2
2882,1.43,2015 Q1
2882,3.94,2014
2882,1.12,2014 Q3
2882,1.45,2014 Q2
2882,1.03,2014 Q1
2882,2.5,2013
2882,1.03,2013 Q3
2882,0.74,2013 Q2
2882,0.65,2013 Q1
