co_id,eps,time
2891,0.44,2019 Q2
2891,0.57,2019 Q1
2891,1.85,2018
2891,0.48,2018 Q3
2891,0.5,2018 Q2
2891,0.63,2018 Q1
2891,1.91,2017
2891,0.6,2017 Q3
2891,0.47,2017 Q2
2891,0.52,2017 Q1
2891,1.43,2016
2891,0.5,2016 Q3
2891,0.43,2016 Q2
2891,0.36,2016 Q1
2891,2.1,2015
2891,0.47,2015 Q3
2891,0.45,2015 Q2
2891,0.64,2015 Q1
2891,2.58,2014
2891,0.58,2014 Q3
2891,1.41,2014 Q2
2891,0.53,2014 Q1
2891,1.5,2013
2891,0.34,2013 Q3
2891,0.53,2013 Q2
2891,0.52,2013 Q1
