co_id,eps,time
5854,0.41,2019 Q2
5854,0.40,2019 Q1
5854,1.63,2018
5854,0.46,2018 Q3
5854,0.42,2018 Q2
5854,0.39,2018 Q1
5854,1.48,2017
5854,0.45,2017 Q3
5854,0.41,2017 Q2
5854,0.36,2017 Q1
5854,1.48,2016
5854,0.41,2016 Q3
5854,0.39,2016 Q2
5854,0.34,2016 Q1
5854,1.52,2015
5854,0.43,2015 Q3
5854,0.37,2015 Q2
5854,0.36,2015 Q1
5854,1.45,2014
5854,0.41,2014 Q3
5854,0.41,2014 Q2
5854,0.35,2014 Q1
5854,1.17,2013
5854,0.32,2013 Q3
5854,0.31,2013 Q2
5854,0.33,2013 Q1
