co_id,eps,time
2105,0.52,2019 Q2
2105,0.32,2019 Q1
2105,1.09,2018
2105,0.13,2018 Q3
2105,0.42,2018 Q2
2105,0.37,2018 Q1
2105,1.71,2017
2105,0.33,2017 Q3
2105,0.53,2017 Q2
2105,0.59,2017 Q1
2105,4.09,2016
2105,0.92,2016 Q3
2105,1.23,2016 Q2
2105,1.24,2016 Q1
2105,3.94,2015
2105,0.94,2015 Q3
2105,1.0,2015 Q2
2105,1.01,2015 Q1
2105,4.94,2014
2105,1.43,2014 Q3
2105,1.05,2014 Q2
2105,1.13,2014 Q1
2105,5.72,2013
2105,1.45,2013 Q3
2105,1.43,2013 Q2
2105,1.51,2013 Q1
