time,eps
2019 Q2,0.01
2019 Q1,0.03
2018,0.1
2018 Q3,0.13
2018 Q2,-0.07
2018 Q1,0.08
2017,0.27
2017 Q3,0.13
2017 Q2,-0.07
2017 Q1,-0.05
2016,0.21
2016 Q3,0.06
2016 Q2,-0.12
2016 Q1,-0.07
2015,0.09
2015 Q3,0.44
2015 Q2,-0.13
2015 Q1,-0.13
2014,-0.73
2014 Q3,-0.08
2014 Q2,-0.29
2014 Q1,-0.28
2013,-0.28
2013 Q3,-0.17
2013 Q2,-0.04
2013 Q1,0.04
