time,eps
2019 Q2,0.56
2019 Q1,0.66
2018,3.26
2018 Q3,1.0
2018 Q2,0.42
2018 Q1,0.84
2017,2.54
2017 Q3,0.83
2017 Q2,0.46
2017 Q1,0.47
2016,3.07
2016 Q3,0.76
2016 Q2,0.51
2016 Q1,0.84
2015,2.41
2015 Q3,0.8
2015 Q2,0.21
2015 Q1,0.66
2014,1.5
2014 Q3,0.36
2014 Q2,0.13
2014 Q1,0.2
2013,2.59
2013 Q3,0.45
2013 Q2,0.4
2013 Q1,0.91
