time,eps
2019 Q2,0.33
2019 Q1,0.36
2018,1.17
2018 Q3,0.07
2018 Q2,0.34
2018 Q1,0.38
2017,1.13
2017 Q3,0.41
2017 Q2,0.33
2017 Q1,0.37
2016,1.76
2016 Q3,0.38
2016 Q2,0.43
2016 Q1,0.43
2015,2.55
2015 Q3,0.24
2015 Q2,0.05
2015 Q1,0.14
2014,0.22
2014 Q3,-0.29
2014 Q2,0.01
2014 Q1,0.18
2013,0.32
2013 Q3,-0.05
2013 Q2,0.11
2013 Q1,0.13
