co_id,eps,time
1402,0.70,2019 Q2
1402,0.40,2019 Q1
1402,2.41,2018
1402,0.7,2018 Q3
1402,0.98,2018 Q2
1402,0.49,2018 Q1
1402,1.61,2017
1402,0.72,2017 Q3
1402,0.31,2017 Q2
1402,0.26,2017 Q1
1402,1.26,2016
1402,0.27,2016 Q3
1402,0.34,2016 Q2
1402,0.17,2016 Q1
1402,1.61,2015
1402,0.15,2015 Q3
1402,0.73,2015 Q2
1402,0.54,2015 Q1
1402,2.25,2014
1402,0.59,2014 Q3
1402,0.92,2014 Q2
1402,0.39,2014 Q1
1402,1.5,2013
1402,0.33,2013 Q3
1402,0.43,2013 Q2
1402,0.37,2013 Q1
