time,eps
2019 Q2,0.28
2019 Q1,0.22
2018,0.98
2018 Q3,0.43
2018 Q2,0.28
2018 Q1,0.19
2017,0.93
2017 Q3,0.89
2017 Q2,-0.01
2017 Q1,0.0
2016,0.36
2016 Q3,0.42
2016 Q2,0.23
2016 Q1,0.16
2015,0.36
2015 Q3,0.3
2015 Q2,-0.04
2015 Q1,-0.03
2014,0.2
2014 Q3,0.21
2014 Q2,-0.06
2014 Q1,0.07
2013,-0.35
2013 Q3,0.17
2013 Q2,0.06
2013 Q1,-0.01
