co_id,eps,time
2352,0.53,2019 Q2
2352,0.45,2019 Q1
2352,2.05,2018
2352,0.61,2018 Q3
2352,0.41,2018 Q2
2352,0.51,2018 Q1
2352,2.69,2017
2352,0.65,2017 Q3
2352,0.69,2017 Q2
2352,0.63,2017 Q1
2352,2.21,2016
2352,0.73,2016 Q3
2352,0.41,2016 Q2
2352,0.26,2016 Q1
2352,1.1,2015
2352,0.29,2015 Q3
2352,0.37,2015 Q2
2352,0.32,2015 Q1
2352,1.51,2014
2352,0.53,2014 Q3
2352,0.42,2014 Q2
2352,0.14,2014 Q1
2352,0.36,2013
2352,0.17,2013 Q3
2352,0.29,2013 Q2
2352,-0.43,2013 Q1
