time,eps
2019 Q2,0.10
2019 Q1,2.21
2018,1.94
2018 Q3,1.89
2018 Q2,-0.11
2018 Q1,0.23
2017,1.31
2017 Q3,0.07
2017 Q2,0.01
2017 Q1,0.09
2016,-1.53
2016 Q3,-0.03
2016 Q2,-0.65
2016 Q1,-0.21
2015,-3.78
2015 Q3,-1.15
2015 Q2,-0.61
2015 Q1,-0.58
2014,-0.48
2014 Q3,-0.11
2014 Q2,0.35
2014 Q1,0.51
2013,1.72
2013 Q3,0.56
2013 Q2,0.51
2013 Q1,0.58
