co_id,eps,time
2884,0.44,2019 Q2
2884,0.48,2019 Q1
2884,1.58,2018
2884,0.38,2018 Q3
2884,0.41,2018 Q2
2884,0.47,2018 Q1
2884,1.49,2017
2884,0.4,2017 Q3
2884,0.41,2017 Q2
2884,0.43,2017 Q1
2884,1.5,2016
2884,0.4,2016 Q3
2884,0.4,2016 Q2
2884,0.47,2016 Q1
2884,1.63,2015
2884,0.47,2015 Q3
2884,0.44,2015 Q2
2884,0.45,2015 Q1
2884,1.56,2014
2884,0.41,2014 Q3
2884,0.4,2014 Q2
2884,0.5,2014 Q1
2884,1.53,2013
2884,0.4,2013 Q3
2884,0.38,2013 Q2
2884,0.45,2013 Q1
