co_id,eps,time
1102,1.97,2019 Q2
1102,0.93,2019 Q1
1102,3.54,2018
1102,0.98,2018 Q3
1102,1.38,2018 Q2
1102,0.6,2018 Q1
1102,1.74,2017
1102,0.61,2017 Q3
1102,0.51,2017 Q2
1102,0.08,2017 Q1
1102,1.26,2016
1102,0.3,2016 Q3
1102,0.38,2016 Q2
1102,0.06,2016 Q1
1102,1.55,2015
1102,0.02,2015 Q3
1102,0.94,2015 Q2
1102,0.47,2015 Q1
1102,2.98,2014
1102,0.64,2014 Q3
1102,1.21,2014 Q2
1102,0.47,2014 Q1
1102,2.21,2013
1102,0.34,2013 Q3
1102,0.83,2013 Q2
1102,0.4,2013 Q1
